Date,Product Name,Region,Quantity Sold,Unit Price,Discount Percentage,Total Sales
2023-09-13,Keyboard,East,31,209.5,5,6169.775
2023-09-03,Monitor,North,18,62.17,5,1063.107
2023-09-26,Monitor,West,24,45.47,5,1036.716
2022-08-20,Printer,North,2,154.18,5,292.942
2023-06-20,Monitor,South,22,474.04,0,10428.880000000001
2023-01-25,Keyboard,South,20,403.44,15,6858.48
2023-04-07,Smartphone,East,20,478.79,10,8618.220000000001
2023-03-30,Printer,West,18,439.3,10,7116.660000000001
2022-11-01,Printer,South,32,408.44,15,11109.568
2023-08-26,Keyboard,South,45,291.7,10,11813.85
2023-03-16,External Hard Drive,South,44,350.15,5,14636.269999999999
2022-11-09,USB-C Cable,South,7,483.37,0,3383.59
2023-08-06,Laptop,North,15,285.95,5,4074.7875
2023-09-28,Monitor,East,9,387.28,5,3311.2439999999992
2022-03-03,Laptop,East,20,381.16,0,7623.200000000001
2023-09-17,Monitor,South,48,481.01,20,18470.784
2022-04-12,Smartwatch,East,29,234.84,10,6129.324
2022-08-01,Smartphone,East,50,235.75,0,11787.5
2023-10-03,External Hard Drive,East,21,297.54,15,5311.089
2022-08-05,USB-C Cable,East,18,23.4,15,358.02
2022-09-28,Keyboard,North,47,66.97,15,2675.4515
2023-11-08,Laptop,South,27,43.1,20,930.96
2022-03-25,Laptop,West,39,320.49,0,12499.11
2022-06-10,Keyboard,North,42,497.16,20,16704.576
2022-09-03,USB-C Cable,East,6,341.69,15,1742.619
2022-06-27,USB-C Cable,South,13,122.67,5,1514.9745
2023-07-20,Printer,South,29,164.71,5,4537.7605
2022-03-18,Smartwatch,South,14,478.17,20,5355.504000000001
2022-06-10,Monitor,South,27,263.09,15,6037.915499999999
2022-01-03,Smartphone,East,48,14.76,15,602.208
2023-02-23,Printer,South,32,417.77,15,11363.344
2023-04-07,Keyboard,West,49,131.65,15,5483.2225
2023-12-07,Printer,West,34,55.57,0,1889.38
2023-09-01,Wireless Mouse,South,24,340.11,20,6530.112000000001
2023-04-27,Keyboard,East,4,412.33,20,1319.4560000000001
2022-10-26,Smartwatch,West,33,47.25,0,1559.25
2022-02-03,Monitor,West,11,466.38,5,4873.671
2022-08-26,USB-C Cable,West,5,243.51,20,974.04
2022-10-23,Wireless Mouse,North,20,183.23,10,3298.14
2023-12-25,Laptop,North,46,448.21,20,16494.128
2022-10-17,Monitor,West,33,141.85,20,3744.84
2023-12-21,Keyboard,East,26,474.09,5,11710.023
2023-04-10,External Hard Drive,East,9,344.72,0,3102.4800000000005
2022-03-14,Smartphone,West,50,455.86,5,21653.35
2023-12-05,Wireless Mouse,West,34,254.51,5,8220.672999999999
2022-08-28,Smartphone,East,37,107.84,0,3990.08
2022-09-28,Smartwatch,North,2,370.36,10,666.648
2023-10-03,Printer,North,12,437.64,0,5251.68
2023-08-27,Wireless Mouse,West,13,111.32,5,1374.802
2023-11-09,Smartphone,East,13,109.36,0,1421.68
2022-07-22,Laptop,North,4,132.35,20,423.52
